product_id,type_of_product,category,brand,price
B0000225HH,0,14,46,20.00
B0000225OS,0,15,43,5.55
B0000225HB,0,14,46,12.99
B0000225HD,0,14,46,13.99
B00002267Y,0,14,46,17.50
B00002269Q,0,14,38,1.41
B00002N52H,0,5,53,6.48
B00002N52I,0,5,54,8.08
B00002N598,0,5,55,1.50
B00002N5FK,0,1,56,6.05
B00002N5MG,0,12,57,8.12
B00002N5MB,0,12,58,15.48
B00002N631,0,11,59,216.33
B00002N6FE,0,12,61,5.41
B00002N6NX,0,3,62,7.42
B00002N6G0,0,3,63,6.91
B00002N6K8,0,9,65,12.78
B00002N75R,0,5,66,10.00
B00002N78A,0,3,67,13.13
B00002N77G,0,8,70,80.04
B00002N7NH,0,10,71,0.01
B00002N7RK,0,12,72,11.74
B00002N7RI,0,12,72,8.04
B00002N7RN,0,12,57,13.60
B00002N83A,0,11,73,5.42
B00002N8CU,0,11,60,5.10
B00002N8T5,0,12,61,4.25
B00002N9IK,0,8,76,6.58
B00002N9D1,0,3,77,9.00
B00002NA6H,0,13,55,10.18
B00002NAA6,0,16,80,2.85
B00002NAOF,0,3,81,6.40
B00002NASB,0,1,69,7.57
B00002NAZ7,0,9,69,6.22
B00002NB6M,0,12,82,9.58
B00002NB7E,0,12,58,19.74
B00002NB62,0,12,57,23.60
B00002NB78,0,12,58,12.92
B00002NAOH,0,1,81,7.41
B00002NC3K,0,11,83,10.98
B00002NCEP,0,9,85,6.26
B00002NCKE,0,3,86,9.34
B00002ND44,0,11,64,18.44
B00002ND49,0,11,64,6.83
B00002ND4A,0,11,64,1.41
B00002ND4I,0,11,64,10.85
B0000302TX,0,11,88,22.00
B00004R9L1,0,14,46,16.20
B00004R9KE,0,14,46,1.41
B00004R9L6,0,14,46,20.54
B00004R9L4,0,14,46,18.31
B00004R9KG,0,14,46,1.41
B00004R9KH,0,14,46,1.41
B00004R9KO,0,14,46,1.41
B00004R9KF,0,14,46,1.41
B00004R9U1,0,14,46,12.99
B00004R9U5,0,14,46,16.99
B00004R9TU,0,14,46,20.50
B00004R9U3,0,14,46,12.99
B00004RH8H,0,12,43,6.75
B00004RH98,0,12,43,12.02
B00004RHAW,0,12,43,6.67
B00004RHAR,0,12,43,7.99
B00004RHAP,0,12,43,5.75
B00004RHAO,0,12,43,12.16
B00004RHAK,0,12,43,6.47
B00004RH8J,0,12,43,2.12
B00004RHIM,0,12,43,6.50
B00004RH8I,0,12,43,3.73
B00004RHB3,0,12,43,14.46
B00004RHKU,0,11,64,9.49
B00004RHKX,0,11,64,35.99
B00004SDWX,0,3,93,5.09
B00004SUR0,0,14,94,17.99
B00004SWKE,0,3,95,9.99
B00004SWKD,0,3,77,13.18
B00004SZ5J,0,15,96,64.59
B00004T17U,0,14,98,3.16
B00004T7S3,0,10,99,14.99
B00004T7T9,0,10,99,18.15
B00004T7UB,0,10,99,18.09
B00004T7T4,0,10,99,6.41
B00004T7UO,0,10,99,9.12
B00004T7W2,0,8,100,5.58
B00004T7UV,0,5,99,25.99
B00004T82I,0,15,100,11.38
B00004TBJD,0,11,101,17.90
B00004TBJF,0,11,101,103.12
B00004THYY,0,15,96,13.28
B00004THYX,0,15,96,17.66
B00004TQEW,0,5,102,5.71
B00004TRCL,0,14,46,5.71
B00004UDH8,0,12,104,11.14
B00004UDGS,0,12,104,5.99
B00004UDHK,0,12,104,5.98
B00004UDHY,0,12,104,8.05
B00004UDJ6,0,15,104,3.23
B00004UDIZ,0,12,104,6.36
B00004UDJR,0,15,104,11.05
B00004UDHW,0,12,104,4.03
B00004UDN8,0,5,87,6.24
B00004UDJX,0,15,104,3.16
B00004UDJG,0,12,104,1.50
B00004UDJP,0,15,104,5.46
B00004UDI2,0,12,104,7.49
B00004WCCO,0,3,105,4.49
B00004WCCL,0,3,61,3.98
B00004WFU1,0,12,106,26.69
B00004WG0Q,0,3,107,7.99
B00004WLHY,0,1,81,8.31
B00004WLIY,0,1,108,6.27
B00004WLKL,0,1,81,14.95
B00004WLL2,0,1,81,10.91
B00004WLKT,0,3,81,8.23
B00004WLKI,0,1,81,2.18
B00004WLL3,0,1,81,16.84
B00004WYZ0,0,12,109,9.99
B00004XPVN,0,17,110,122.92
B00004XSB6,0,8,111,5.86
B00004XSAZ,0,8,111,5.31
B00004XSB0,0,8,111,5.44
B00004XSB2,0,8,111,5.99
B00004XSBE,0,8,111,7.28
B00004XSAE,0,1,112,6.93
B00004XSFM,0,8,113,7.78
B00004XSBG,0,8,111,7.21
B00004XSB3,0,8,111,6.02
B00004Y68Y,0,8,114,8.72
B00004Y693,0,8,114,5.31
B00004Y75M,0,18,115,31.76
B00004Y7C5,0,12,39,16.94
B00004Y9F3,0,17,36,50.14
B00004YKD4,0,14,116,18.79
B00004YKAV,0,8,79,10.19
B00004YMDG,0,12,43,5.00
B00004YMDC,0,12,43,2.96
B00004YMDF,0,12,43,5.95
B00004YMDP,0,12,43,21.94
B00004YMCY,0,12,43,10.97
B00004YMCO,0,12,43,3.99
B00004YMFY,0,12,43,85.39
B00004YMCI,0,12,43,9.45
B00004YMGC,0,12,43,4.91
B00004YMG4,0,12,43,6.81
B00004YMCT,0,12,43,9.76
B00004YMFV,0,12,43,4.70
B00004YMFU,0,12,43,3.28
B00004YMEB,0,15,43,62.98
B00004YOAO,0,15,96,5.21
B00004YOBT,0,18,96,1.69
B00004YOBZ,0,18,117,8.11
B00004YOBV,0,18,96,4.34
B00004YOG0,0,14,118,5.93
B00004YOIW,0,5,118,6.00
B00004YOJC,0,5,118,5.49
B00004YOKC,0,5,118,8.99
B00004YOJK,0,5,118,4.81
B00004YOKO,0,5,118,10.98
B00004YOKH,0,5,118,12.65
B00004YOR4,0,14,119,5.98
B00004YOTR,0,5,120,5.13
B00004YOHL,0,5,118,3.01
B00004YOL4,0,5,118,13.40
B00004YSUH,0,8,122,5.38
B00004YSW1,0,16,121,29.50
B00004YVI2,0,14,123,5.67
B00004YVHW,0,14,123,3.98
B00004YVHD,0,14,124,9.15
B00004YVHE,0,14,124,3.47
B00004YVHL,0,14,125,3.87
B00004YVH8,0,14,123,7.42
B00004YVIO,0,14,124,15.43
B00004YVHH,0,14,124,3.68
B00004YVIL,0,14,124,13.98
B00004YYD0,0,12,126,7.57
B00004YYD2,0,12,126,8.29
B00004YYD8,0,12,126,7.64
B00004YYCS,0,12,126,9.18
B00004YYDG,0,12,126,6.94
B00004YYDH,0,12,126,5.45
B00004YYCU,0,12,126,5.49
B00004YYIS,0,9,127,7.46
B00004YYD9,0,12,126,8.16
B00004YZQK,0,14,52,7.61
B00004YZQL,0,14,52,8.81
B00004YZQV,0,14,52,12.99
B00004YZQU,0,14,52,8.99
B00004YZQQ,0,14,52,7.99
B00004YZR4,0,14,128,16.64
B00004YZQH,0,14,128,15.94
B00004YZQW,0,14,52,12.90
B00004YZQS,0,14,52,12.70
B00004YZRF,0,14,128,12.99
B00004YZQP,0,14,52,9.99
B00004YZRB,0,14,52,7.00
B00004Z0PE,0,8,129,27.26
B00004Z0S6,0,8,130,5.00
B00004Z0PV,0,8,87,5.69
B00004Z0R1,0,8,130,4.80
B00004Z0OS,0,8,130,5.06
B00004Z0OC,0,5,130,5.89
B00004Z0UB,0,8,130,6.72
B00004Z0U8,0,8,130,6.79
B00004Z0V0,0,8,130,8.28
B00004Z0VC,0,8,130,7.76
B00004Z0Y3,0,8,130,11.04
B00004Z0TU,0,8,130,2.87
B00004Z0YY,0,8,130,9.99
B00004Z0UO,0,8,130,5.39
B00004Z0XO,0,8,131,13.85
B00004Z119,0,8,130,10.86
B00004Z2GY,0,14,98,5.19
B00004Z2HD,0,14,98,2.46
B00004Z2HX,0,14,98,12.99
B00004Z2HC,0,14,98,3.18
B00004Z2HN,0,14,98,5.17
B00004Z2IF,0,14,98,5.48
B00004Z2GV,0,14,98,5.07
B00004Z2IA,0,14,98,7.62
B00004Z2H1,0,14,98,6.46
B00004Z2ID,0,14,98,5.78
B00004Z2IH,0,14,98,8.39
B00004Z2I2,0,14,98,6.98
B00004Z2H0,0,14,98,5.83
B00004Z2HY,0,14,98,6.32
B00004Z2IL,0,14,98,7.04
B00004Z2HR,0,14,98,3.58
B00004Z2FE,0,14,134,10.88
B00004Z4AI,0,12,61,3.98
B00004Z49L,0,12,61,6.96
B00004Z4CX,0,3,61,8.99
B00004Z4CW,0,3,61,7.27
B00004Z4AC,0,11,61,6.16
B00004Z4DS,0,3,61,8.22
B000050AUM,0,4,137,10.12
B0000516K4,0,3,140,2.93
B000051WTX,0,14,52,20.99
B000051WTW,0,14,52,17.68
B000051WTY,0,14,52,1.41
B00005202V,0,3,141,5.37
B00005202U,0,3,141,5.30
B000052Y98,0,4,145,5.40
B00005A1HF,0,5,152,6.26
B00005A1IH,0,9,151,7.50
B00005JRL7,0,14,46,6.42
B00005JRLF,0,14,46,1.41
B00005JRLC,0,14,46,1.41
B00005JRLI,0,14,46,6.42
B00005JRLG,0,14,46,4.92
B00005JRLD,0,14,46,1.41
B00005JRL6,0,14,46,5.71
B00005JRLB,0,14,46,1.41
B00005M06M,0,6,156,8.38
B00005MEEI,0,7,158,627.00
B00005NAVS,0,11,159,41.55
B00005NMTY,0,14,52,1.41
B00005R08N,0,4,144,5.59
B000063CJN,0,3,161,14.20
B000065ACC,0,5,162,29.99
B000065UPW,0,14,46,6.42
B000067S12,0,6,164,69.99
B00006B822,0,10,166,3.76
B00006HXLW,0,10,168,56.17
B00006HYVQ,0,10,169,19.09
B00006I9V5,0,11,170,10.85
B00006I9X4,0,11,171,226.67
B00006ICOD,0,11,83,15.56
B00006ICOS,0,18,83,24.00
B00006ICNY,0,11,83,62.01
B00006ICOR,0,5,83,140.00
B00006IDFC,0,11,175,32.06
B00006IF7F,0,3,61,6.95
B00006IF7I,0,3,176,13.20
B00006IQC5,0,5,177,13.46
B00006LHBF,0,5,179,201.89
B00006RGKP,0,14,180,11.56
B00006RGKQ,0,14,180,10.06
B00006TZKT,0,13,181,6.33
B00006U0BK,0,13,181,12.08
B00006U4OX,0,13,181,19.84
B00006U4P2,0,13,181,7.75
B00006U05X,0,13,181,77.32
B00006UDUU,0,13,181,5.86
B00006U0H7,0,13,181,3.67
B00006U144,0,13,181,51.99
B00006U0CN,0,13,181,10.01
B00006U0LF,0,13,181,13.19
B00006UDKR,0,13,181,15.42
B00006U058,0,13,181,17.04
B00006U0BD,0,13,181,7.24
B00006U04Q,0,13,181,18.41
B00006U14G,0,13,181,38.36
B00006U0CK,0,13,181,15.82
B00006U0KV,0,13,181,16.00
B00006U142,0,13,181,50.93
B00006U03I,0,13,181,8.57
B00006U4PC,0,13,181,10.69
B00006XY3H,0,3,176,23.80
B00007CW5H,0,14,50,84.50
B00007CW5I,0,14,50,74.45
B00007JQQI,0,8,183,6.20
B00007KWQX,0,11,60,5.21
B00007LB6J,0,4,184,9.45
B000087KUA,0,3,176,22.33
B00008A3AJ,0,13,181,9.73
B00008A420,0,13,181,15.00
B00008A526,0,13,181,22.70
B00008A3LK,0,13,181,34.48
B00008A56N,0,13,181,15.93
B00008AAFB,0,10,186,13.99
B00008CMQ0,0,4,187,9.50
B00008GVUC,0,13,181,194.58
B00008IHTH,0,10,188,231.00
B00008IHTG,0,10,188,170.00
B00008IHTK,0,10,188,268.93
B00008IHTN,0,10,188,298.15
B00008IHTL,0,10,188,146.00
B00008MYN5,0,13,181,244.44
B00008OLXF,0,4,24,7.55
B00008URUV,0,5,45,625.00
B00008US7G,0,3,191,30.00
B00008VF98,0,14,193,20.72
B00008VXNE,0,20,194,9.20
B00008WM5S,0,4,143,315.99
B000093L55,0,19,176,22.94
B00009P908,0,10,199,48.99
B00009P906,0,10,48,94.55
B00009P90B,0,10,48,22.90
B00009QOPW,0,1,200,5.59
B00009UU3D,0,20,201,19.99
B00009V3VG,0,3,202,5.26
B00009V3VL,0,3,202,6.98
B00009V3VR,0,3,202,4.95
B00009V3VI,0,3,202,9.90
B00009V3ZG,0,3,203,7.62
B00009W3GV,0,3,204,13.40
B00009W3GW,0,3,204,14.74
B00009W3H2,0,3,204,40.59
B00009W5HW,0,3,205,8.48
B00009W5HZ,0,3,206,18.66
B00009W5W0,0,21,207,2.00
B00009XT0G,0,14,193,18.01
B00009YUMG,0,10,94,23.40
B0000A605H,0,3,209,4.94
B0000ALKEU,0,20,212,69.95
B0000AN3UB,0,6,213,12.25
B0000AQNW0,0,11,179,14.19
B0000AWZ81,0,9,217,159.99
B0000AWY8H,0,9,217,159.99
B0000AX3N1,0,9,216,99.99
B0000AXFGQ,0,9,216,6.99
B0000AXROX,0,1,219,39.48
B0000AXYM7,0,1,220,6.04
B0000AZ6TZ,0,1,221,7.11
B0000C6EV4,0,5,222,6.89
B0000CBIFC,0,3,223,3.98
B0000CBIHF,0,3,224,5.21
B0000CBIPV,0,3,63,3.05
B0000CBJ7W,0,3,224,5.92
B0000CBJI6,0,3,63,4.38
B0000CCW4W,0,20,226,6.09
B0000CCVF6,0,11,227,63.51
B0000CFOEP,0,8,113,5.31
B0000DBJ2J,0,11,228,110.50
B0000DCZKA,0,17,102,54.36
B0000DCZRC,0,1,230,3.28
B0000DCZYY,0,15,229,89.95
B0000DD007,0,10,229,39.95
B0000DD0HL,0,10,229,7.88
B0000DD0JY,0,15,229,13.95
B0000DD0QC,0,13,231,26.10
B0000DD0S9,0,10,229,1.41
B0000DD0R4,0,10,229,6.42
B0000DD0P0,0,10,231,99.11
B0000DD0SH,0,10,229,24.94
B0000DD0TP,0,13,231,17.10
B0000DD0T7,0,15,229,15.95
B0000DD1DD,0,5,232,11.12
B0000DD1CH,0,5,232,16.77
B0000DD1D3,0,5,232,13.98
B0000DD1E6,0,5,232,17.36
B0000DD1D2,0,5,232,23.30
B0000DD1D5,0,5,232,19.15
B0000DD1CK,0,5,232,3.92
B0000DD1D9,0,5,232,18.11
B0000DD1EJ,0,5,232,12.06
B0000DD1E4,0,5,232,19.18
B0000DD1E1,0,5,232,14.74
B0000DD1KB,0,15,232,10.86
B0000DD1FC,0,5,232,9.16
B0000DD1GJ,0,5,232,14.18
B0000DD1GG,0,5,232,9.74
B0000DD1G8,0,10,229,45.95
B0000DD1MO,0,12,232,38.70
B0000DD1K5,0,15,232,11.05
B0000DD1KO,0,15,232,14.39
B0000DD1JD,0,15,232,8.51
B0000DD1QQ,0,3,233,8.29
B0000DD1RH,0,12,232,8.99
B0000DD1QF,0,3,234,6.43
B0000DD1QG,0,3,234,4.11
B0000DD1S9,0,10,102,9.35
B0000DD1TK,0,15,232,9.63
B0000DD1T9,0,10,102,16.34
B0000DD1S8,0,17,102,68.99
B0000DD1GI,0,5,232,9.76
B0000DD2BA,0,12,231,12.59
B0000DD1E9,0,5,232,19.80
B0000DD23N,0,9,231,8.80
B0000DD2BE,0,12,231,16.66
B0000DD2BI,0,12,231,12.90
B0000DD2BM,0,12,231,12.84
B0000DD2BC,0,12,231,16.28
B0000DD2Z0,0,3,235,14.55
B0000DD2WY,0,3,235,23.78
B0000DD2AU,0,12,102,6.99
B0000DD2IW,0,16,119,16.83
B0000DD376,0,17,102,68.20
B0000DD2YT,0,3,235,19.50
B0000DD2WR,0,10,99,1.41
B0000DD487,0,5,231,18.06
B0000DD514,0,10,229,10.95
B0000DD59B,0,12,231,14.87
B0000DD5H0,0,14,116,3.97
B0000DD5EN,0,3,41,4.78
B0000DD59D,0,12,231,7.35
B0000DD58N,0,11,229,57.95
B0000DD4ZV,0,17,102,18.00
B0000DD602,0,17,229,10.59
B0000DD59E,0,12,231,9.04
B0000DD66V,0,5,229,7.88
B0000DD6DP,0,11,229,4.92
B0000DD6NV,0,8,236,32.86
B0000DD6SA,0,5,229,86.95
B0000DD6UT,0,13,237,6.78
B0000DD71A,0,5,229,126.95
B0000DD72H,0,5,229,25.95
B0000DD719,0,5,229,218.95
B0000DD7HX,0,14,39,12.61
B0000DD72C,0,5,229,16.95
B0000DD7HV,0,14,39,12.99
B0000DGAMO,0,5,75,12.15
B0000DH4JZ,0,3,239,7.79
B0000DH4NT,0,15,240,6.82
B0000DH8I8,0,3,61,5.49
B0000DI7WZ,0,3,224,6.53
B0000DYKB1,0,10,244,4.29
B0000E6I1V,0,4,149,9.48
B0000EI996,0,14,37,38.99
B0000EI97Y,0,14,37,4.92
B0000EI98U,0,14,37,1.41
B0000EI993,0,14,37,11.45
B0000EI9A3,0,14,37,1.41
B0000EI985,0,14,37,2.85
B0000EI96T,0,14,37,2.85
B0000EI994,0,14,37,7.99
B0000EI97X,0,14,37,2.85
B0000EI9A5,0,14,37,2.85
B0000EI9A4,0,14,37,1.41
B0000TZX4O,0,12,250,111.86
B0000V0720,0,3,251,8.75
B0000V3XI0,0,18,252,13.00
B0000VBYJ0,0,19,253,145.38
B0000VLS8M,0,7,254,4.00
B0000VLS8C,0,7,254,13.71
B0000VM44Y,0,14,110,5.18
B0000VW002,0,12,43,57.99
B0000VY1RW,0,3,255,10.28
B0000VXWF4,0,19,253,196.06
B0000WOM4S,0,14,256,14.34
B0000WS8OS,0,9,257,6.19
B0000WS8UC,0,9,257,9.26
B0000WS8FW,0,9,257,7.40
B0000WS95Q,0,9,257,3.32
B0000WS8SY,0,9,257,6.02
B0000WS8T8,0,9,257,6.50
B0000WS94W,0,9,257,3.44
B0000WS9LK,0,16,257,3.37
B0000WS8TS,0,9,257,5.87
B0000WS9VK,0,16,257,5.96
B0000WS9O2,0,16,257,2.26
B0000WS8S4,0,9,257,7.69
B0000WS9N8,0,16,257,3.59
B0000WS9HE,0,16,257,6.70
B0000WS9CE,0,9,257,3.39
B0000WS9TC,0,16,257,3.51
B0000WTXF6,0,10,258,858.00
B0000WS9EC,0,9,257,3.52
B0000WS9PQ,0,16,257,3.93
B0000WU1A2,0,10,259,6.95
B0000WU3GO,0,10,261,7.79
B0000WU3KK,0,10,261,11.10
B0000WTYUU,0,10,259,10.59
B0000WU35A,0,10,261,10.99
B0000WU2MY,0,10,261,11.10
B0000WU31E,0,10,261,11.08
B0000WU3P0,0,10,261,7.19
B0000WU2RO,0,10,261,4.02
B0000WT4DC,0,18,262,48.88
B0000WU38M,0,10,260,52.99
B0000WU3Q4,0,10,261,22.54
B0000WU3U0,0,10,261,13.99
B0000WWOYS,0,11,263,184.63
B0000X5R64,0,4,264,19.35
B0000YHN9W,0,10,259,15.99
B0000ZLMJI,0,22,265,20.39
B00011Q6MY,0,10,260,29.95
B00011Q5QG,0,10,260,26.53
B00011Q5PW,0,10,260,1.41
B00012XCR0,0,10,102,30.66
B00012YCLK,0,10,229,1.41
B00012YDQY,0,10,229,54.95
B00012YD1E,0,15,229,71.95
B00012YD96,0,10,229,38.36
B00012YDCS,0,10,229,27.95
B00012Z782,0,10,261,82.90
B000132VEE,0,3,235,27.58
B000132VGW,0,3,269,17.00
B000132VEO,0,3,270,21.55
B000132VDA,0,3,235,16.99
B000132W7U,0,3,235,22.04
B00013287E,0,11,271,34.99
B000132VIK,0,3,235,18.17
B00013TQ9W,0,4,272,12.95
B00014EE3O,0,4,274,9.99
B00014EM4A,0,4,149,6.49
B00015NN0I,0,7,278,190.78
B00015U5YA,0,4,187,27.64
B000186HDA,0,12,282,6.40
B000189FRU,0,9,284,6.45
B000189CTG,0,18,285,23.77
B000189EU8,0,15,283,29.36
B000189PDO,0,8,286,12.30
B000189RMS,0,13,287,56.00
B000189RLE,0,13,288,59.50
B000189S0E,0,9,289,5.71
B00018A3F8,0,5,290,11.89
B00018A2W2,0,12,58,18.50
B00018ACUY,0,12,57,25.07
B00018ACO0,0,15,291,28.00
B00018ADKS,0,12,57,9.96
B00018ADJE,0,12,57,7.38
B00018ACVS,0,12,58,19.99
B00018ACDG,0,12,57,19.94
B00018ADJO,0,12,57,14.11
B00018AG1Y,0,12,282,9.85
B00018AFZQ,0,12,282,8.27
B00018ABP0,0,12,57,21.54
B00018AG5A,0,12,282,13.03
B00018AGKU,0,12,282,10.75
B00018ACT0,0,12,57,13.53
B00018AG0A,0,12,282,4.24
B00018AFWE,0,12,282,9.26
B00018AOE8,0,15,294,7.97
B00018APR4,0,12,295,8.80
B0001A1GQQ,0,14,296,10.67
B0001A3HPE,0,3,235,40.57
B0001AF162,0,11,64,4.99
B0001ANC9U,0,11,298,7.92
B0001CUMZU,0,18,299,6.95
B0001CUMXM,0,6,300,7.75
B0001DK2M2,0,6,301,17.47
B0001E3Z4S,0,3,302,19.01
B0001EJIXK,0,20,303,8.25
B0001FSCRM,0,10,168,104.99
B0001GS13Q,0,12,305,34.99
B0001K9UBO,0,10,306,57.40
B0001M0EM6,0,11,307,20.91
B0001M0H4Q,0,3,308,4.01
B0001MQIA8,0,3,63,4.99
B0001MRV0Y,0,7,309,7.03
B0001MRUWI,0,1,311,21.98
B0001MS01S,0,7,312,40.13
B0001MSBG2,0,7,313,11.02
B0001MSC84,0,11,83,24.00
B0001MSE0U,0,7,314,15.72
B0001N4700,0,11,83,17.00
B0001NA29U,0,3,315,11.00
B0001OZWIA,0,15,316,9.69
B0001P0O6Y,0,12,305,11.31
B0001P0I92,0,14,319,6.51
B0001P0Q8A,0,12,305,8.68
B0001P0O82,0,12,305,14.93
B0001P0OC8,0,12,305,14.97
B0001P0Q3U,0,12,305,12.13
B0001P0O7S,0,12,305,20.50
B0001P0Q76,0,12,305,8.31
B0001P0OAA,0,12,305,7.45
B0001P0Q2Q,0,12,305,8.13
B0001P0R1Q,0,12,305,10.89
B0001P0PHC,0,12,305,85.89
B0001P0R02,0,12,305,7.20
B0001P0QEO,0,12,305,15.27
B0001P0QMQ,0,12,305,7.73
B0001P0QE4,0,12,305,11.76
B0001P0Q4E,0,12,305,28.50
B0001SR4NM,0,20,321,8.99
B0001TP1H2,0,4,322,2.94
B0001UQWKQ,0,20,323,8.00
B0001X216C,0,15,116,34.99
B0001X21NK,0,15,116,32.47
B0001XA2TK,0,10,327,57.65
B0001YIUZC,0,5,328,126.68
B0001YW2VK,0,9,329,67.38
B0001YXZES,0,18,252,9.00
B0001ZIN3A,0,11,332,9.46
B0001ZIMEK,0,11,332,37.99
B0001ZIMF4,0,11,332,82.65
B00020BQGK,0,11,335,17.99
B00020JO9Q,0,8,336,199.99
B00020JO8W,0,8,336,19.44
B00020JO8M,0,5,336,75.72
B000227CH0,0,9,340,2.10
B00022749Q,0,5,341,37.57
B00022UPV0,0,14,39,21.63
B00022UPW4,0,14,39,41.99
B00022UPSS,0,14,39,18.88
B00022UPRO,0,14,39,64.07
B000234ITO,0,5,344,95.89
B000234KN8,0,10,343,1.41
B00023RTZE,0,10,259,7.88
B00023RVOI,0,10,259,15.04
B00023RTZY,0,1,259,4.92
B00023RVMU,0,20,259,6.89
B00023RXFK,0,10,259,5.71
B00023RXC8,0,20,259,10.59
B00023RVQQ,0,10,259,6.42
B00023RU0S,0,10,259,12.85
B00023RYQS,0,10,259,2.85
B00023RVPW,0,10,259,6.42
B00023RU08,0,10,259,15.48
B00023RVP2,0,10,259,10.59
B00023RTYU,0,10,259,6.89
B00023RVNO,0,10,259,79.82
B00023RXBO,0,20,259,4.92
B00023RXDC,0,10,346,4.92
B00023RXBY,0,10,259,6.89
B00023RVNE,0,10,259,5.71
B00023SEFS,0,14,180,2.85
B00023SELW,0,14,180,1.41
B00023SEJE,0,14,180,2.85
B00023SEK8,0,14,180,5.71
B00023SCUA,0,14,347,12.90
B00023SEF8,0,14,180,1.41
B00023RYPY,0,10,346,2.85
B0002438LC,0,15,348,21.43
B0002438LM,0,15,348,45.00
B000244XZC,0,12,38,13.80
B000244XX4,0,12,38,12.40
B000244YB0,0,12,38,18.02
B000244YCY,0,12,38,17.74
B000244XWU,0,12,38,13.40
B000244YCE,0,12,38,23.50
B000244Z8C,0,12,38,6.98
B000244Y9M,0,12,38,14.99
B000244XW0,0,12,38,11.49
B000244XWK,0,12,38,13.52
B0002472M8,0,1,69,27.40
B000247Y6W,0,8,349,6.24
B000255NV4,0,9,351,7.62
B00025674G,0,9,352,11.07
B000256RA0,0,5,353,5.71
B00025GAX4,0,4,155,7.67
B00026Z3HC,0,5,344,113.41
B000277JA0,0,1,221,1.96
B000276DYS,0,14,355,9.39
B0002769JW,0,16,356,25.10
B00027957U,0,10,357,26.73
B00027CCCU,0,4,182,9.47
B00027CTSM,0,4,144,6.25
B00027FKPQ,0,18,285,18.99
B00027GRLW,0,14,358,2.85
B00027FKQ0,0,5,285,225.72
B00027GOBU,0,5,253,44.86
B00027GRJO,0,14,359,2.85
B00027GRK8,0,14,359,2.85
B00027GTHO,0,9,329,31.31
B00027GRLC,0,14,359,2.85
B00027GXES,0,9,329,17.39
B00027LH08,0,14,109,18.99
B000288LHO,0,14,37,30.27
B0002898CQ,0,16,360,24.95
B00028PDO8,0,20,365,24.95
B00028X40S,0,7,366,44.09
B000297S90,0,14,359,7.49
B00029QSX2,0,3,368,14.66
B0002ABGBK,0,5,179,14.19
B0002AJPZY,0,14,359,32.35
B0002AJQDK,0,14,359,33.65
B0002APRLA,0,6,369,11.13
B0002AYZUO,0,7,370,89.98
B0002B841O,0,9,371,7.31
B0002BA47Q,0,1,61,4.54
B0002BA4OO,0,1,61,13.99
B0002BA4A8,0,1,61,10.09
